term,posting
lunchtime,3:1
is,"0:2,1:1,5:1,9:1,10:1,16:3,17:2,18:1,19:2,20:8"
it,"0:4,1:4,2:5,3:4,4:4,5:6,6:4,7:4,8:4,9:4,10:4,11:4,12:5,13:4,14:4,15:4,16:4,17:5,18:4,19:5,20:9"
linkedin,"0:3,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:3,14:3,15:2,16:2,17:2,18:3,19:2,20:2"
ii,"9:1,12:4"
need,"8:1,19:1,20:1"
experts,5:1
reports,8:2
in,"0:8,1:1,3:2,4:2,5:13,6:1,8:1,9:19,10:4,16:14,17:4,18:2,20:8"
ready,"0:1,5:1,8:2,20:4"
engr,"19:1,20:4"
placement,11:4
if,"0:1,8:13,9:2,20:22"
parent,20:16
rifat,"3:1,4:1"
hong,"1:1,6:2"
any,"10:1,20:2"
develop,5:1
metrology,11:4
toggleclass,20:4
media,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
make,"0:1,20:2"
accolades,"3:1,4:1,13:6,14:6"
check,8:2
member,"9:1,18:1"
read,8:2
when,20:2
html,"0:1,1:1,2:1,3:1,4:2,5:1,6:1,7:1,8:1,9:1,10:1,11:3,12:1,13:1,14:2,15:1,16:1,17:1,18:1,19:1,20:1"
capstone,20:2
dam,"8:2,10:2,16:2,17:2"
shuttle,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
android,"8:2,20:2"
several,"0:1,6:1"
events,"0:5,1:5,2:5,3:14,4:14,5:5,6:5,7:5,8:5,9:5,10:8,11:5,12:5,13:6,14:6,15:5,16:5,17:5,18:6,19:5,20:5"
paula,6:4
independent,"8:2,16:1,19:1"
used,10:2
http,"0:3,1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3"
instrumentation,12:4
comprehensive,19:1
defy,"3:1,4:1"
assist,20:1
convocation,"8:2,19:1"
innerwidth,20:2
phd,"3:1,4:1,5:2,6:1,16:6,19:5"
director,"1:5,19:6,20:8"
ion,6:4
portal,"8:1,19:1,20:2"
subhash,"6:4,20:2"
student,"0:8,1:8,2:8,3:9,4:9,5:8,6:8,7:21,8:14,9:14,10:9,11:8,12:8,13:9,14:9,15:8,16:8,17:8,18:23,19:12,20:12"
footprint,0:1
youmin,6:2
knack,5:1
opportunity,"0:1,5:1,18:1"
eligible,"15:1,17:1"
cycle,20:1
relies,0:1
mech,20:2
finesse,5:1
modes,5:1
programs,"0:5,1:4,2:4,3:4,4:4,5:15,6:4,7:5,8:6,9:4,10:4,11:4,12:4,13:4,14:4,15:7,16:20,17:18,18:4,19:4,20:6"
i,"8:6,9:1,10:4,12:4,16:4,17:4,20:11"
approve,20:2
valued,18:1
well,"1:1,20:1"
analysis,"3:1,4:1,6:2,10:1,12:4"
resourcescampus,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
gsa,18:1
academic,"0:9,1:9,2:9,3:9,4:9,5:9,6:9,7:11,8:19,9:13,10:9,11:9,12:9,13:10,14:10,15:9,16:9,17:9,18:9,19:9,20:15"
theses,19:1
contact,"0:4,1:13,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1,10:2,11:2,12:1,13:1,14:1,15:2,16:1,17:1,18:1,19:1,20:3"
juras,"1:1,10:3"
trains,16:1
become,"0:1,15:2,17:1"
position,9:13
the,"0:22,1:5,2:1,3:7,4:6,5:4,6:1,7:2,8:15,9:5,10:10,11:3,12:1,13:5,14:5,15:3,16:8,17:15,18:8,19:10,20:19"
chemistry,9:1
researchers,"6:6,11:2"
latest,"0:4,1:4,2:4,3:5,4:5,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:5,19:4,20:4"
load,20:1
bhuiyan,6:4
protocol,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
listening,3:1
tagnodes,"8:2,10:2,16:2,17:2"
rineau,1:1
obtain,"6:1,16:1"
valuable,"0:1,5:1"
product,6:2
not,"8:1,18:1,19:2"
webcalendar,1:1
rooms,"0:1,1:1,11:4"
human,"5:1,9:2,11:4,12:4"
positions,9:6
avionics,9:1
alternative,6:2
ng,"1:1,6:6,19:2"
based,16:2
discipline,16:1
note,"19:1,20:3"
doctoral,"3:1,4:1,6:1,11:1,16:1,19:2"
catalytic,11:4
advanced,"9:1,16:1"
equipment,"2:1,5:1,10:1"
indexof,"8:8,20:8"
characterization,11:4
help,8:3
wen,6:2
studentsmechanical,"19:1,20:2"
source,"3:1,4:1"
add,"8:2,19:1"
other,"8:2,16:1,17:1,20:3"
location,"0:3,1:5,2:3,3:3,4:3,5:3,6:3,7:3,8:7,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:7"
nav,"8:4,20:4"
has,"0:1,10:1"
administrative,"0:2,1:2,8:1"
remaining,20:2
surprised,"3:1,4:1,18:1"
take,20:1
associations,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:3,8:1,9:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:13,19:1,20:3"
bio,"6:2,11:8"
march,"3:1,4:1,13:2,14:2"
reuse,"3:1,4:1"
emergency,10:3
exdays,"8:6,20:6"
offence,8:2
dropping,20:1
instructors,0:1
term,9:2
packirisamy,6:2
test,"8:2,20:4"
dagher,"3:1,4:1"
five,16:1
know,5:1
aerospace,"0:1,1:2,5:4,9:1,16:2,17:2,19:4"
schedules,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:6,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:5"
world,"0:1,5:1,18:1"
unique,12:1
you,"0:2,5:1,8:8,9:2,15:1,18:3,20:10"
projects,8:2
adams,6:4
psychological,5:1
necessary,20:2
d,"0:2,1:2,6:4,18:1,19:5"
particle,10:2
loadteaser,11:2
manual,10:1
semester,"19:1,20:1"
specific,20:1
benefit,"3:1,4:1"
offices,0:1
cspace,"0:4,1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3"
martin,"0:2,1:1,6:4"
ivan,6:4
createelement,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
security,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:5,10:6,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
jsp,"8:2,10:2,16:2,17:2"
directories,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
www,"0:3,1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3"
google,"0:3,1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3"
dean,"13:1,14:1"
sequence,20:11
understand,17:1
twitter,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
conditional,8:2
some,8:2
back,"0:2,1:2,2:2,3:4,4:4,5:2,6:2,7:4,8:2,9:2,10:2,11:4,12:4,13:4,14:4,15:2,16:2,17:2,18:4,19:2,20:3"
parentnode,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
notices,"3:5,4:5,13:9,14:9"
prototyping,6:2
economic,5:1
escape,"8:2,20:2"
images,"8:2,10:2,16:2,17:2"
root,20:10
halifax,"13:1,14:1"
peter,"3:1,4:1"
recognition,"3:1,4:1"
alternates,5:1
signature,19:1
for,"0:7,1:1,3:2,4:3,5:3,8:9,9:2,10:8,11:1,13:1,14:1,15:1,16:4,17:2,18:1,19:7,20:8"
contacts,"1:3,19:2,20:2"
drenched,0:1
avoid,"8:2,20:1"
lean,6:2
fluids,"9:1,12:4"
per,20:1
csme,18:3
critical,20:1
connecting,3:1
cnc,6:2
innovation,5:2
steps,20:1
serviceswhat,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
peg,5:1
chains,"3:1,4:1"
booking,1:1
officer,"1:1,10:6"
be,"0:1,3:1,4:1,8:4,10:1,18:1,19:1,20:3"
expires,"8:2,20:2"
tomorrow,4:1
georgios,6:2
business,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
schedule,"8:4,19:1,20:5"
aits,"2:1,12:1"
stem,"3:1,4:1"
reduced,20:1
step,20:6
lounges,0:1
async,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
direction,8:2
post,"6:1,11:1"
manufacturing,"0:1,3:1,4:1,6:2,9:1,11:4,12:8,13:1,14:1,16:1,17:2"
stereotypes,"3:1,4:1"
by,"0:1,1:1,6:4,9:1,10:2,13:1,14:1,15:1,17:1,19:1"
secondary,20:22
chapter,"0:1,13:2,14:2,18:3"
src,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
about,"0:12,1:2,2:2,3:2,4:2,5:2,6:3,7:2,8:8,9:4,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
working,9:1
of,"0:24,1:23,2:19,3:19,4:18,5:32,6:20,7:19,8:31,9:27,10:28,11:21,12:30,13:19,14:19,15:19,16:22,17:33,18:28,19:20,20:38"
dollars,6:1
imageasset,"8:2,10:2,16:2,17:2"
year,"6:1,20:2"
factors,"11:4,12:4"
recognized,"13:1,14:1"
page,"0:2,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,20:1"
practical,"0:1,5:1,16:1"
recommended,20:2
range,"0:1,8:2"
supervised,10:1
positive,18:1
birks,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
or,"0:2,5:1,8:1,9:1,10:1,16:1,19:1,20:6"
road,"3:1,4:1"
op,"0:1,1:2,5:4,20:10"
rheology,11:4
javad,6:2
consulting,0:1
computational,"6:2,16:1"
assignments,8:2
civil,"9:1,13:1,14:1"
communication,5:1
into,"5:1,10:2,20:1"
within,"9:1,16:1"
catherine,1:1
elasticity,9:1
lb,11:4
hasclass,20:10
right,0:1
accounts,9:2
bulgak,6:2
registration,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:14,20:13"
contreras,6:4
your,"0:1,5:1,8:9,9:1,18:1,19:1,20:14"
imageevars,"8:2,10:2,16:2,17:2"
fast,20:4
span,"0:1,1:1,2:1,3:2,4:2,5:1,6:1,7:2,8:1,9:1,10:1,11:2,12:2,13:2,14:2,15:1,16:1,17:1,18:2,19:1,20:1"
log,1:1
her,19:1
transfer,"6:2,8:1,12:4"
support,"0:2,2:2,7:2,8:3,10:1,12:1,20:2"
there,"0:1,20:1"
question,10:1
long,0:1
khadim,"13:1,14:1"
mitigation,10:1
handbook,"19:2,20:3"
inner,0:1
suit,20:1
var,"0:6,1:6,2:6,3:6,4:6,5:6,6:6,7:6,8:30,9:6,10:14,11:6,12:6,13:6,14:6,15:6,16:14,17:14,18:6,19:6,20:22"
examination,19:1
consim,11:4
sections,20:1
happy,8:1
function,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:14,9:2,10:4,11:4,12:2,13:2,14:2,15:2,16:4,17:4,18:2,19:2,20:14"
lyes,"1:1,6:4,20:2"
complete,20:1
form,"8:6,9:2,19:2,20:5"
offer,"0:1,12:1"
aircraft,5:1
bus,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
registered,"7:1,15:1,17:1,19:1"
campainname,11:2
but,20:1
summer,20:1
rajamohan,6:4
responsivetabs,"8:2,20:2"
heat,"6:2,12:4"
bookstore,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
staircases,0:1
gain,0:1
automated,"3:1,4:1,11:4,13:1,14:1"
technician,9:1
sun,0:1
line,"5:1,19:7"
true,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
borders,18:2
getdate,"8:2,20:2"
info,"18:1,20:1"
october,"3:2,4:2,13:2,14:2"
whether,5:1
wish,"16:1,20:1"
j,6:2
attached,8:2
engineerig,18:1
us,"0:6,1:7,2:4,3:4,4:4,5:4,6:4,7:5,8:4,9:4,10:4,11:5,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
ecaconcordia,18:5
ul,"8:2,20:8"
below,20:1
prioritization,10:1
authorization,"8:2,19:1"
submitting,9:1
demonstrate,16:1
z,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,20:1"
ua,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
display,"0:1,1:1,2:1,3:2,4:2,5:1,6:1,7:2,8:1,9:1,10:1,11:2,12:2,13:2,14:2,15:1,16:1,17:1,18:2,19:1,20:3"
mechanics,"6:4,11:4,12:4"
engine,"5:1,11:2"
required,10:2
hash,"8:20,20:20"
tesla,"3:1,4:1"
m,"1:5,3:4,4:4,5:4,16:2,19:15"
dargahi,6:2
am,20:2
accessibility,"0:2,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
proven,0:1
general,"0:1,10:3,19:2"
coordinator,"1:2,9:2,19:3"
engineering,"0:18,1:15,2:11,3:13,4:13,5:34,6:19,7:12,8:14,9:31,10:12,11:15,12:19,13:13,14:13,15:13,16:21,17:29,18:19,19:13,20:19"
diverse,0:1
expertise,16:1
at,"0:3,1:2,2:2,3:2,4:2,5:2,6:2,7:4,8:3,9:3,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:3,18:5,19:3,20:3"
our,"0:8,1:1,2:1,5:1,6:2,7:1,8:1,10:2,11:2,12:1,15:2,16:2,17:2,18:2,20:3"
studentsundergraduate,"19:1,20:2"
ing,"1:1,13:1,14:1,15:1,18:1"
campus,"0:15,1:14,2:14,3:14,4:14,5:14,6:14,7:16,8:20,9:14,10:16,11:14,12:14,13:14,14:14,15:14,16:14,17:14,18:14,19:14,20:14"
inc,5:1
functions,"8:2,20:2"
codes,8:2
pre,20:4
jcr,"8:2,10:2,11:6,16:2,17:2"
variety,"2:1,11:1"
biochemistry,9:1
boot,"0:1,1:1,2:1,3:2,4:2,5:1,6:1,7:2,8:1,9:1,10:1,11:2,12:2,13:2,14:2,15:1,16:1,17:1,18:2,19:1,20:1"
webos,"8:2,20:2"
virtual,6:2
graduate,"0:12,1:15,2:10,3:10,4:10,5:14,6:11,7:10,8:21,9:10,10:10,11:10,12:10,13:10,14:10,15:10,16:24,17:10,18:13,19:33,20:10"
application,"8:2,9:3"
book,1:1
electrical,"0:1,9:1"
details,20:1
rolf,6:8
department,"0:17,1:12,2:6,3:6,4:6,5:6,6:6,7:6,8:6,9:9,10:8,11:6,12:6,13:6,14:6,15:6,16:9,17:8,18:6,19:6,20:6"
ciadi,"0:1,5:5,20:2"
emeriti,0:1
out,"8:4,16:1,20:6"
muthukumaran,6:2
contacting,20:1
stiharu,6:4
students,"0:6,1:3,2:3,3:3,4:3,5:5,6:4,7:6,8:19,9:2,10:5,11:3,12:2,13:2,14:2,15:2,16:4,17:3,18:2,19:19,20:20"
welcome,"0:1,7:1"
june,"13:3,14:3"
robots,5:1
setcookie,"8:4,20:4"
includes,20:1
william,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,20:1"
important,"0:5,1:5,2:5,3:6,4:6,5:5,6:5,7:6,8:5,9:5,10:5,11:6,12:6,13:6,14:6,15:5,16:5,17:5,18:6,19:5,20:7"
allowing,17:1
maureen,1:1
explosions,5:1
network,"6:2,18:3"
building,"0:5,1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:3,10:2,11:2,12:2,13:2,14:2,15:2,16:2,17:2,18:2,19:2,20:2"
iie,"13:1,14:1,18:4"
masc,"5:2,16:2,19:3"
lead,5:1
using,20:1
polymer,11:4
imagediv,"8:4,10:4,16:4,17:4"
blend,"0:1,5:1"
grading,8:4
youtube,"0:1,1:1,2:1,3:1,4:1,5:1,6:1,7:1,8:1,9:1,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,20:1"
imagelink,"8:2,10:2,16:2,17:2"
departments,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
rakheja,"6:4,20:2"
kuzgunkaya,"6:2,20:2"
depth,16:1
time,"0:2,9:4,20:1"
push,"0:4,1:4,2:4,3:4,4:4,5:4,6:4,7:4,8:4,9:4,10:4,11:4,12:4,13:4,14:4,15:4,16:4,17:4,18:4,19:4,20:4"
international,"3:1,4:1,13:1,14:1"
cpr,10:1
oral,"3:1,4:1"
once,20:1
